SocialSecurityNumber,Name,CareOfAddress,StreetAddress,PostalCode,City,YearConcerned,SumReceivedInterest,PaidAmount,SumPreliminaryTax,SumPaidInterest,SumDebth,BalanceExists,SignSumReceivedInterest,SignSumPreliminaryTax,SignSumBalance,SignSumPaidInterest,SignSumDebth,SumBalance,EngagementNumber,EngagementType,ProductCode,ProductText,ReceivedInterest,PreliminaryTax,Balance,SignBalance,PaidInterest,Debth,InterestOverDesk,StatusText,Interest1,CapitalSharePercentage,ReceivedInterestSharePercentage,PaidInterestSharePercentage,ReceivedInterestShare,BalanceShare,PaidInterestShare,DebthShare,SignReceivedInterest,SignPreliminaryTax,SignPaidInterest,SignDebth,SignInterestOverDesk,SignReceivedInterestShare,SignPreliminaryTaxShare,SignBalanceShare,SignPaidInterestShare,SignDebthShare,SignInterestOverDeskShare,InterestType,Interest2,Interest3,Interest4,PreliminaryTaxShare,InterestOverDeskShare
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529016,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529326,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
191704109279,ÅKE JANSSON,,TESTGATAN 2,34380,ÄLMHULT,2022,0.0000,0.0000,0.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710529644,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,50.0000,50.0000,50.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
192209186291,GUNNAR JOHANSSON,,FRUKTSTIGEN 31,78193,BORLÄNGE,2022,0.0000,0.0000,0.0000,1104.0000,0.0000,Y,+,+,+,+,+,0,00000091710524073,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
192209186291,GUNNAR JOHANSSON,,FRUKTSTIGEN 31,78193,BORLÄNGE,2022,0.0000,0.0000,0.0000,1104.0000,0.0000,Y,+,+,+,+,+,0,00000091719101248,L,N/A,IKANO Banklån,0.0000,0.0000,13050.0000,-,1104.0000,13050.0000,0.0000,,9.5500,100.0000,100.0000,100.0000,0.0000,13050.0000,1104.0000,13050.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
192209186291,GUNNAR JOHANSSON,,FRUKTSTIGEN 31,78193,BORLÄNGE,2022,0.0000,0.0000,0.0000,1104.0000,0.0000,Y,+,+,+,+,+,0,00000091710524073,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
192209186291,GUNNAR JOHANSSON,,FRUKTSTIGEN 31,78193,BORLÄNGE,2022,0.0000,0.0000,0.0000,1104.0000,0.0000,Y,+,+,+,+,+,0,00000091719101248,L,N/A,IKANO Banklån,0.0000,0.0000,13050.0000,-,1104.0000,13050.0000,0.0000,,9.5500,100.0000,100.0000,100.0000,0.0000,13050.0000,1104.0000,13050.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
192209186291,GUNNAR JOHANSSON,,FRUKTSTIGEN 31,78193,BORLÄNGE,2022,0.0000,0.0000,0.0000,1104.0000,0.0000,Y,+,+,+,+,+,0,00000091710524073,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
192209186291,GUNNAR JOHANSSON,,FRUKTSTIGEN 31,78193,BORLÄNGE,2022,0.0000,0.0000,0.0000,1104.0000,0.0000,Y,+,+,+,+,+,0,00000091719101248,L,N/A,IKANO Banklån,0.0000,0.0000,13050.0000,-,1104.0000,13050.0000,0.0000,,9.5500,100.0000,100.0000,100.0000,0.0000,13050.0000,1104.0000,13050.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
192209186291,GUNNAR JOHANSSON,,FRUKTSTIGEN 31,78193,BORLÄNGE,2022,0.0000,0.0000,0.0000,1104.0000,0.0000,Y,+,+,+,+,+,0,00000091710524073,D,N/A,IKANO Sparkonto Plus,0.0000,0.0000,0.0000,+,0.0000,0.0000,0.0000,,3.2500,100.0000,100.0000,100.0000,0.0000,0.0000,0.0000,0.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
192209186291,GUNNAR JOHANSSON,,FRUKTSTIGEN 31,78193,BORLÄNGE,2022,0.0000,0.0000,0.0000,1104.0000,0.0000,Y,+,+,+,+,+,0,00000091719101248,L,N/A,IKANO Banklån,0.0000,0.0000,13050.0000,-,1104.0000,13050.0000,0.0000,,9.5500,100.0000,100.0000,100.0000,0.0000,13050.0000,1104.0000,13050.0000,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193812253718,Sven H Henriksson,,Grantinge 5153,28190,HÄSSLEHOLM,2022,2512.0000,0.0000,754.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710008644,D,N/A,IKANO SparKonto,8375.4700,2512.0000,388206.2900,+,0.0000,388206.2900,0.0000,,3.2500,30.0000,30.0000,30.0000,2512.6400,116461.8900,0.0000,116461.8900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193812253718,Sven H Henriksson,,Grantinge 5153,28190,HÄSSLEHOLM,2022,2512.0000,0.0000,754.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710008644,D,N/A,IKANO SparKonto,8375.4700,2512.0000,388206.2900,+,0.0000,388206.2900,0.0000,,3.2500,30.0000,30.0000,30.0000,2512.6400,116461.8900,0.0000,116461.8900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193812253718,Sven H Henriksson,,Grantinge 5153,28190,HÄSSLEHOLM,2022,2512.0000,0.0000,754.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710008644,D,N/A,IKANO SparKonto,8375.4700,2512.0000,388206.2900,+,0.0000,388206.2900,0.0000,,3.2500,30.0000,30.0000,30.0000,2512.6400,116461.8900,0.0000,116461.8900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193812253718,Sven H Henriksson,,Grantinge 5153,28190,HÄSSLEHOLM,2022,2512.0000,0.0000,754.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710008644,D,N/A,IKANO SparKonto,8375.4700,2512.0000,388206.2900,+,0.0000,388206.2900,0.0000,,3.2500,30.0000,30.0000,30.0000,2512.6400,116461.8900,0.0000,116461.8900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710002840,D,N/A,IKANO SparKonto,1226.3800,367.0000,56851.5100,+,0.0000,56851.5100,0.0000,,3.2500,100.0000,100.0000,100.0000,1226.3800,56851.5100,0.0000,56851.5100,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710003804,D,N/A,IKANO SparKonto,4543.3100,1362.0000,209825.8500,+,0.0000,209825.8500,0.0000,,3.2500,50.0000,50.0000,50.0000,2271.6500,104912.9200,0.0000,104912.9200,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710009861,D,N/A,IKANO SparKonto,1440.0400,432.0000,66754.8600,+,0.0000,66754.8600,0.0000,,3.2500,100.0000,100.0000,100.0000,1440.0400,66754.8600,0.0000,66754.8600,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010088,D,N/A,IKANO SparKonto,1.3900,0.0000,64.8300,+,0.0000,64.8300,0.0000,,3.2500,100.0000,100.0000,100.0000,1.3900,64.8300,0.0000,64.8300,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010622,D,N/A,IKANO SparKonto,19.2900,0.0000,900.0300,+,0.0000,900.0300,0.0000,,3.2500,100.0000,100.0000,100.0000,19.2900,900.0300,0.0000,900.0300,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010630,D,N/A,IKANO SparKonto,276.8000,83.0000,12831.3500,+,0.0000,12831.3500,0.0000,,3.2500,100.0000,100.0000,100.0000,276.8000,12831.3500,0.0000,12831.3500,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710014237,T,N/A,IKANO TillväxtKonto,1567.5900,0.0000,85184.1700,+,0.0000,85184.1700,0.0000,,2.0000,100.0000,100.0000,100.0000,1567.5900,85184.1700,0.0000,85184.1700,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710014245,T,N/A,IKANO TillväxtKonto,1567.5900,0.0000,85184.1700,+,0.0000,85184.1700,0.0000,,2.0000,50.0000,50.0000,0.0000,783.8000,42592.0900,0.0000,42592.0900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710002840,D,N/A,IKANO SparKonto,1226.3800,367.0000,56851.5100,+,0.0000,56851.5100,0.0000,,3.2500,100.0000,100.0000,100.0000,1226.3800,56851.5100,0.0000,56851.5100,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710003804,D,N/A,IKANO SparKonto,4543.3100,1362.0000,209825.8500,+,0.0000,209825.8500,0.0000,,3.2500,50.0000,50.0000,50.0000,2271.6500,104912.9200,0.0000,104912.9200,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710009861,D,N/A,IKANO SparKonto,1440.0400,432.0000,66754.8600,+,0.0000,66754.8600,0.0000,,3.2500,100.0000,100.0000,100.0000,1440.0400,66754.8600,0.0000,66754.8600,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010088,D,N/A,IKANO SparKonto,1.3900,0.0000,64.8300,+,0.0000,64.8300,0.0000,,3.2500,100.0000,100.0000,100.0000,1.3900,64.8300,0.0000,64.8300,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010622,D,N/A,IKANO SparKonto,19.2900,0.0000,900.0300,+,0.0000,900.0300,0.0000,,3.2500,100.0000,100.0000,100.0000,19.2900,900.0300,0.0000,900.0300,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010630,D,N/A,IKANO SparKonto,276.8000,83.0000,12831.3500,+,0.0000,12831.3500,0.0000,,3.2500,100.0000,100.0000,100.0000,276.8000,12831.3500,0.0000,12831.3500,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710014237,T,N/A,IKANO TillväxtKonto,1567.5900,0.0000,85184.1700,+,0.0000,85184.1700,0.0000,,2.0000,100.0000,100.0000,100.0000,1567.5900,85184.1700,0.0000,85184.1700,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710014245,T,N/A,IKANO TillväxtKonto,1567.5900,0.0000,85184.1700,+,0.0000,85184.1700,0.0000,,2.0000,50.0000,50.0000,0.0000,783.8000,42592.0900,0.0000,42592.0900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710002840,D,N/A,IKANO SparKonto,1226.3800,367.0000,56851.5100,+,0.0000,56851.5100,0.0000,,3.2500,100.0000,100.0000,100.0000,1226.3800,56851.5100,0.0000,56851.5100,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710003804,D,N/A,IKANO SparKonto,4543.3100,1362.0000,209825.8500,+,0.0000,209825.8500,0.0000,,3.2500,50.0000,50.0000,50.0000,2271.6500,104912.9200,0.0000,104912.9200,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710009861,D,N/A,IKANO SparKonto,1440.0400,432.0000,66754.8600,+,0.0000,66754.8600,0.0000,,3.2500,100.0000,100.0000,100.0000,1440.0400,66754.8600,0.0000,66754.8600,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010088,D,N/A,IKANO SparKonto,1.3900,0.0000,64.8300,+,0.0000,64.8300,0.0000,,3.2500,100.0000,100.0000,100.0000,1.3900,64.8300,0.0000,64.8300,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010622,D,N/A,IKANO SparKonto,19.2900,0.0000,900.0300,+,0.0000,900.0300,0.0000,,3.2500,100.0000,100.0000,100.0000,19.2900,900.0300,0.0000,900.0300,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010630,D,N/A,IKANO SparKonto,276.8000,83.0000,12831.3500,+,0.0000,12831.3500,0.0000,,3.2500,100.0000,100.0000,100.0000,276.8000,12831.3500,0.0000,12831.3500,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710014237,T,N/A,IKANO TillväxtKonto,1567.5900,0.0000,85184.1700,+,0.0000,85184.1700,0.0000,,2.0000,100.0000,100.0000,100.0000,1567.5900,85184.1700,0.0000,85184.1700,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710014245,T,N/A,IKANO TillväxtKonto,1567.5900,0.0000,85184.1700,+,0.0000,85184.1700,0.0000,,2.0000,50.0000,50.0000,0.0000,783.8000,42592.0900,0.0000,42592.0900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710002840,D,N/A,IKANO SparKonto,1226.3800,367.0000,56851.5100,+,0.0000,56851.5100,0.0000,,3.2500,100.0000,100.0000,100.0000,1226.3800,56851.5100,0.0000,56851.5100,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710003804,D,N/A,IKANO SparKonto,4543.3100,1362.0000,209825.8500,+,0.0000,209825.8500,0.0000,,3.2500,50.0000,50.0000,50.0000,2271.6500,104912.9200,0.0000,104912.9200,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710009861,D,N/A,IKANO SparKonto,1440.0400,432.0000,66754.8600,+,0.0000,66754.8600,0.0000,,3.2500,100.0000,100.0000,100.0000,1440.0400,66754.8600,0.0000,66754.8600,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010088,D,N/A,IKANO SparKonto,1.3900,0.0000,64.8300,+,0.0000,64.8300,0.0000,,3.2500,100.0000,100.0000,100.0000,1.3900,64.8300,0.0000,64.8300,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010622,D,N/A,IKANO SparKonto,19.2900,0.0000,900.0300,+,0.0000,900.0300,0.0000,,3.2500,100.0000,100.0000,100.0000,19.2900,900.0300,0.0000,900.0300,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710010630,D,N/A,IKANO SparKonto,276.8000,83.0000,12831.3500,+,0.0000,12831.3500,0.0000,,3.2500,100.0000,100.0000,100.0000,276.8000,12831.3500,0.0000,12831.3500,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710014237,T,N/A,IKANO TillväxtKonto,1567.5900,0.0000,85184.1700,+,0.0000,85184.1700,0.0000,,2.0000,100.0000,100.0000,100.0000,1567.5900,85184.1700,0.0000,85184.1700,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
193907123909,Sonja Andersson,,Apelhult 1715,34390,ÄLMHULT,2022,7586.0000,0.0000,1563.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710014245,T,N/A,IKANO TillväxtKonto,1567.5900,0.0000,85184.1700,+,0.0000,85184.1700,0.0000,,2.0000,50.0000,50.0000,0.0000,783.8000,42592.0900,0.0000,42592.0900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
201201125075,WILLIAM KARLSSON,,SKOLGATAN 25,23454,BORÅS,2022,7815.0000,0.0000,2344.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710417994,D,N/A,IKANO SparKonto,7815.0000,2344.0000,362021.6900,+,0.0000,362021.6900,0.0000,,3.2500,100.0000,100.0000,100.0000,7815.0000,362021.6900,0.0000,362021.6900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
201201125075,WILLIAM KARLSSON,,SKOLGATAN 25,23454,BORÅS,2022,7815.0000,0.0000,2344.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710417994,D,N/A,IKANO SparKonto,7815.0000,2344.0000,362021.6900,+,0.0000,362021.6900,0.0000,,3.2500,100.0000,100.0000,100.0000,7815.0000,362021.6900,0.0000,362021.6900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
201201125075,WILLIAM KARLSSON,,SKOLGATAN 25,23454,BORÅS,2022,7815.0000,0.0000,2344.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710417994,D,N/A,IKANO SparKonto,7815.0000,2344.0000,362021.6900,+,0.0000,362021.6900,0.0000,,3.2500,100.0000,100.0000,100.0000,7815.0000,362021.6900,0.0000,362021.6900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
201201125075,WILLIAM KARLSSON,,SKOLGATAN 25,23454,BORÅS,2022,7815.0000,0.0000,2344.0000,0.0000,0.0000,Y,+,+,+,+,+,0,00000091710417994,D,N/A,IKANO SparKonto,7815.0000,2344.0000,362021.6900,+,0.0000,362021.6900,0.0000,,3.2500,100.0000,100.0000,100.0000,7815.0000,362021.6900,0.0000,362021.6900,+,+,+,+,+,+,+,+,+,+,+,,0,0,0,0,0
